ts,wind_speed,wind_direction,pressure_kp,pressure_oo,flow_kp_in,flow_oo_out,flow_oo_in,dp_kp_os,dp_oo_os_8,dp_oo_os_9,dp_kp_oo,dp_kp_oo_by,dp_kp_oo_bz,dp_kp_oo_ca,air_density,gu_pressure_west_wall,gu_pressure_east_wall,gu_pressure_cyl_wall,gu_pressure_west_gap,gu_pressure_east_gap,gu_pressure_vsro,gu_sigma_008,gu_sigma_009,gu_sigma_kp_os
2022-01-15 13:55:00,7.92,325,-53.5,-34.4,13.62905555555555,33.28166666666667,0.0,-53.5,-34.4,-72.6,11.22,11.22,3.535,7.3775,1.225,11.32967670920691,-57.62306644026139,-36.36283493259465,10.42018163270433,-53.39815474410445,-30.0577977561484,-46.49167662537028,25.13005629051679,33.79817826489494
2022-01-15 21:50:00,3.61,339,-40.2,-27.7,13.60072222222222,33.30166666666667,0.0,-40.2,-27.7,-53.8,9.86,9.86,3.17,6.515,1.225,-4.735456473703222,-11.42643290403976,-7.549812991034592,-2.935364118323919,-8.782481232542489,2.118265434819716,-11.06915916151537,-1.085255602831234,0.6999279171658295
2022-01-16 05:45:00,2.37,305,-22.7,-23.9,13.61166666666667,33.3675,0.0,-22.7,-23.9,-35.9,10.03,10.03,3.005,6.5175,1.225,4.387642764654133,-4.865988213360995,-3.44150692526605,4.004313946474052,-4.808566472685007,-5.172877309570366,-2.262432015028588,4.006643296880399,6.579024450216415
2022-01-16 13:40:00,2.65,289,-17.0,-24.9,13.61472222222222,33.31277777777778,0.0,-17.0,-24.9,-31.3,9.97,9.97,2.995,6.4825,1.225,6.820319532825309,-5.090369411893568,-4.883896996071956,5.996772961662955,-5.036331697843271,-5.045553751367971,1.848277780755616,3.837720707404882,7.176113126558673
2022-01-16 21:35:00,2.01,221,-16.6,-37.7,13.60955555555556,33.34083333333334,0.0,-16.6,-37.7,-29.2,10.41,10.41,3.135,6.7725,1.225,1.668454520102733,-2.817828496916053,-2.366701023665951,1.726699799969714,-2.73667450794236,-2.899976366619702,3.74706311517081,-0.3091291943410775,0.912358198218593
2022-01-17 05:30:00,2.67,235,-13.2,-39.6,13.60641666666667,33.34416666666667,0.0,-13.2,-39.6,-27.1,10.59,10.59,3.08,6.835,1.225,5.403106231117317,-5.3056214304667,-4.506625222509041,5.063552538327416,-5.276574062806035,-5.320193442637182,8.09814857447866,0.4177680250991464,3.501140594751266
2022-01-17 13:25:00,3.49,235,-22.4,-51.7,13.59855555555556,33.31055555555555,0.0,-22.4,-51.7,-30.6,10.5,10.5,3.55,7.025,1.225,9.231490721658608,-9.064932820663422,-7.69980584279235,8.651345407016759,-9.015303867691202,-9.089829868656476,13.83611208629769,0.7137786085525277,5.981882556653889
2022-01-17 21:20:00,5.77,291,-54.4,-38.2,13.62116666666667,33.3175,0.0,-54.4,-38.2,-43.0,9.77,9.77,3.125,6.4475,1.225,31.72422005093401,-24.48397797916298,-22.70912732544108,27.88179138415331,-24.24619732693981,-24.36698104802387,6.690600897134811,18.23885300849566,34.15082588028515
2022-01-18 05:15:00,9.71,344,-65.8,-39.0,13.61119444444445,33.33888888888889,0.0,-65.8,-39.0,-92.2,11.87,11.87,3.95,7.91,1.225,-53.85411211803467,-77.84423505707565,-60.88696461031077,-30.73248680025704,-54.01308473855645,40.56879099835691,-81.74131644237907,-18.83505749265314,0.3884352933988686
2022-01-18 13:10:00,8.84,345,-44.9,-32.5,13.60997222222222,33.41333333333333,0.0,-44.9,-32.5,-73.5,11.84,11.84,3.69,7.765,1.225,-47.79520171884948,-63.53931992754292,-51.82592701138231,-26.80288654810452,-42.97779623834645,38.55476425067815,-67.95381699616328,-16.94761926430563,0.1862242293546044
